execution time,account,direction, qty ,security code,price,currency
11:20:29 AM,10047745,Sell_short,303,ABC US,28.68,USD
11:20:38 AM,10047745,Buy,438,ABC US,28.11,USD
11:20:54 AM,10047745,Sell_long,418,ABC US,28.82,USD
11:21:01 AM,10047745,Sell_short,335,ABC US,28.33,USD
11:21:37 AM,10047745,Buy,321,ABC US,28.12,USD
11:22:02 AM,10047745,Sell_short,393,ABC US,28.36,USD
11:22:03 AM,10047745,Buy,432,ABC US,28.04,USD
11:22:15 AM,10047745,Buy,225,ABC US,28.33,USD
11:22:18 AM,10047745,Buy,213,ABC US,28.46,USD
11:22:22 AM,10047745,Sell_long,344,ABC US,28.31,USD
11:22:31 AM,10047745,Sell_short,158,ABC US,28.27,USD
11:23:32 AM,10047745,Sell_short,154,ABC US,28.67,USD
11:23:59 AM,10047745,Sell_short,441,ABC US,28.19,USD
11:24:03 AM,10047745,Sell_short,337,ABC US,28.26,USD
11:24:05 AM,10047745,Buy,155,ABC US,28.49,USD
11:24:20 AM,10047745,Buy,289,ABC US,28.27,USD
11:24:50 AM,10047745,Buy,151,ABC US,28.79,USD
11:24:56 AM,10047745,Buy,344,ABC US,28.94,USD
11:25:01 AM,10047745,Sell_short,126,ABC US,28.25,USD
11:25:04 AM,10047745,Buy,186,ABC US,28.14,USD
11:25:14 AM,10047745,Buy,389,ABC US,28.25,USD
11:25:22 AM,10047745,Buy,497,ABC US,28.94,USD
11:25:36 AM,10047745,Sell_long,225,ABC US,28.07,USD
11:25:51 AM,10047745,Buy,366,ABC US,28.95,USD
11:26:12 AM,10047745,Buy,413,ABC US,28.88,USD
11:26:19 AM,10047745,Sell_long,259,ABC US,28.58,USD
11:26:52 AM,10047745,Buy,229,ABC US,28.71,USD
11:27:08 AM,10047745,Buy,113,ABC US,28.13,USD
11:27:18 AM,10047745,Sell_long,327,ABC US,28.38,USD
11:27:55 AM,10047745,Buy,380,ABC US,28.13,USD
11:28:49 AM,10047745,Sell_long,126,ABC US,28.25,USD
11:28:51 AM,10047745,Buy,265,ABC US,28,USD
11:28:55 AM,10047745,Sell_long,183,ABC US,28.44,USD
11:29:39 AM,10047745,Sell_long,311,ABC US,28.85,USD
11:30:08 AM,10047745,Sell_long,241,ABC US,28.79,USD
11:30:30 AM,10047745,Buy,140,ABC US,28.5,USD
11:30:40 AM,10047745,Buy,156,ABC US,28.85,USD
11:30:46 AM,10047745,Sell_long,125,ABC US,28.5,USD
11:31:15 AM,10047745,Buy,318,ABC US,28.84,USD
11:31:20 AM,10047745,Sell_long,441,ABC US,28.92,USD
11:31:30 AM,10047745,Buy,462,ABC US,28.27,USD
11:31:33 AM,10047745,Sell_long,196,ABC US,28.03,USD
11:31:42 AM,10047745,Sell_long,275,ABC US,28.9,USD
11:31:42 AM,10047745,Buy,375,ABC US,28.82,USD
11:31:48 AM,10047745,Sell_long,269,ABC US,28.1,USD
11:32:32 AM,10047745,Buy,348,ABC US,28.69,USD
11:32:44 AM,10047745,Sell_long,270,ABC US,28.31,USD
11:33:15 AM,10047745,Buy,331,ABC US,28.59,USD
11:33:40 AM,10047745,Sell_long,165,ABC US,28.95,USD
11:33:50 AM,10047745,Sell_long,328,ABC US,28.27,USD
11:34:05 AM,10047745,Sell_long,239,ABC US,28.17,USD
11:34:19 AM,10047745,Buy,172,ABC US,28.7,USD
11:34:25 AM,10047745,Sell_long,310,ABC US,28.47,USD
11:34:42 AM,10047745,Sell_long,154,ABC US,28.49,USD
11:34:47 AM,10047745,Sell_long,119,ABC US,28.35,USD
11:35:00 AM,10047745,Sell_long,180,ABC US,28.68,USD
11:35:08 AM,10047745,Sell_long,133,ABC US,28,USD
11:35:47 AM,10047745,Sell_short,331,ABC US,28.79,USD
11:36:41 AM,10047745,Sell_short,411,ABC US,28.71,USD
11:37:08 AM,10047745,Sell_short,258,ABC US,28.13,USD
11:37:08 AM,10047745,Sell_short,214,ABC US,28.39,USD
11:37:35 AM,10047745,Sell_short,263,ABC US,28.09,USD
11:37:37 AM,10047745,Buy,143,ABC US,28.97,USD
11:37:45 AM,10047745,Buy,156,ABC US,28.58,USD
11:37:56 AM,10047745,Buy,375,ABC US,28.79,USD
11:38:00 AM,10047745,Buy,302,ABC US,28.07,USD
11:38:21 AM,10047745,Buy,158,ABC US,28.82,USD
11:38:27 AM,10047745,Sell_long,499,ABC US,28.1,USD
11:38:28 AM,10047745,Buy,404,ABC US,28.71,USD
11:38:40 AM,10047745,Sell_short,386,ABC US,28.88,USD
11:38:41 AM,10047745,Sell_short,130,ABC US,28.41,USD
11:38:41 AM,10047745,Buy,383,ABC US,28.68,USD
11:38:55 AM,10047745,Buy,448,ABC US,28.36,USD
11:39:24 AM,10047745,Buy,333,ABC US,28.03,USD
11:39:38 AM,10047745,Buy,457,ABC US,28.54,USD
11:39:41 AM,10047745,Buy,263,ABC US,28.48,USD
11:40:02 AM,10047745,Sell_long,480,ABC US,28.06,USD
11:40:12 AM,10047745,Sell_long,447,ABC US,28,USD
11:40:16 AM,10047745,Buy,227,ABC US,28.53,USD
11:40:26 AM,10047745,Buy,116,ABC US,28.76,USD
11:40:42 AM,10047745,Buy,479,ABC US,28.93,USD
11:40:57 AM,10047745,Sell_long,458,ABC US,28.52,USD
11:41:03 AM,10047745,Sell_long,308,ABC US,28.29,USD
11:42:07 AM,10047745,Sell_long,152,ABC US,28.3,USD
11:42:37 AM,10047745,Buy,127,ABC US,28.46,USD
11:43:21 AM,10047745,Sell_short,419,ABC US,28.09,USD
11:43:45 AM,10047745,Sell_short,146,ABC US,28.48,USD
11:43:49 AM,10047745,Buy,203,ABC US,28.48,USD
11:44:05 AM,10047745,Sell_short,124,ABC US,28.59,USD
11:44:11 AM,10047745,Sell_short,129,ABC US,28.62,USD
11:44:32 AM,10047745,Sell_short,139,ABC US,28.76,USD
11:44:40 AM,10047745,Buy,372,ABC US,28.04,USD
11:45:08 AM,10047745,Sell_short,136,ABC US,28.66,USD
11:45:09 AM,10047745,Sell_short,307,ABC US,28.25,USD
11:45:37 AM,10047745,Buy,214,ABC US,28.77,USD
11:46:15 AM,10047745,Sell_short,365,ABC US,28.51,USD
11:46:31 AM,10047745,Buy,167,ABC US,28.1,USD
11:46:31 AM,10047745,Buy,417,ABC US,28.3,USD
11:47:34 AM,10047745,Sell_short,282,ABC US,28.76,USD
11:47:45 AM,10047745,Buy,415,ABC US,28.41,USD
11:47:45 AM,10047745,Sell_short,109,ABC US,28.94,USD
11:48:40 AM,10047745,Buy,347,ABC US,28.19,USD
11:48:43 AM,10047745,Sell_short,304,ABC US,28.75,USD
11:48:54 AM,10047745,Buy,190,ABC US,28.58,USD
11:48:57 AM,10047745,Sell_short,405,ABC US,28.65,USD
11:49:15 AM,10047745,Buy,164,ABC US,28.7,USD
11:49:38 AM,10047745,Buy,161,ABC US,28.95,USD
11:50:26 AM,10047745,Buy,149,ABC US,28.23,USD
11:50:29 AM,10047745,Buy,437,ABC US,28.01,USD
11:50:39 AM,10047745,Sell_long,183,ABC US,28.63,USD
11:50:52 AM,10047745,Sell_long,163,ABC US,28.11,USD
11:50:55 AM,10047745,Sell_short,342,ABC US,28.31,USD
11:51:15 AM,10047745,Buy,425,ABC US,28.59,USD
11:51:18 AM,10047745,Buy,364,ABC US,28.92,USD
11:51:25 AM,10047745,Sell_long,488,ABC US,28.26,USD
11:51:38 AM,10047745,Sell_short,415,ABC US,28.9,USD
11:51:48 AM,10047745,Buy,271,ABC US,28.99,USD
11:52:12 AM,10047745,Sell_short,139,ABC US,28.36,USD
11:52:13 AM,10047745,Buy,297,ABC US,28.3,USD
11:52:26 AM,10047745,Buy,210,ABC US,28.44,USD
11:52:37 AM,10047745,Sell_long,156,ABC US,28.52,USD
11:53:55 AM,10047745,Sell_long,198,ABC US,28.64,USD
11:54:20 AM,10047745,Buy,440,ABC US,28.33,USD
11:54:22 AM,10047745,Buy,490,ABC US,28.53,USD
11:55:41 AM,10047745,Sell_long,334,ABC US,28.65,USD
11:55:55 AM,10047745,Sell_long,419,ABC US,28.66,USD
11:56:21 AM,10047745,Buy,225,ABC US,28.26,USD
11:56:53 AM,10047745,Sell_short,425,ABC US,28.59,USD
11:57:50 AM,10047745,Sell_short,115,ABC US,28.52,USD
11:57:53 AM,10047745,Sell_short,352,ABC US,28.68,USD
11:58:01 AM,10047745,Buy,304,ABC US,28.83,USD
11:58:05 AM,10047745,Buy,427,ABC US,28.69,USD
11:58:43 AM,10047745,Sell_short,249,ABC US,28.83,USD
11:58:44 AM,10047745,Buy,451,ABC US,28.51,USD
11:58:54 AM,10047745,Buy,237,ABC US,28.32,USD
11:59:06 AM,10047745,Buy,129,ABC US,28.4,USD
11:59:24 AM,10047745,Sell_long,295,ABC US,28.38,USD
11:59:28 AM,10047745,Buy,464,ABC US,28.07,USD
11:59:30 AM,10047745,Buy,166,ABC US,28.61,USD
11:59:31 AM,10047745,Buy,358,ABC US,28.58,USD
11:59:36 AM,10047745,Sell_long,215,ABC US,28.81,USD
11:59:48 AM,10047745,Sell_long,225,ABC US,28.37,USD
12:00:00 PM,10047745,Buy,457,ABC US,28.84,USD
12:00:01 PM,10047745,Sell_long,297,ABC US,28.2,USD
12:00:29 PM,10047745,Buy,316,ABC US,28.29,USD
12:00:34 PM,10047745,Sell_long,470,ABC US,28.74,USD
12:00:34 PM,10047745,Sell_long,431,ABC US,28.95,USD
12:00:45 PM,10047745,Sell_long,208,ABC US,28.58,USD
12:00:47 PM,10047745,Sell_long,159,ABC US,28.25,USD
12:01:04 PM,10047745,Buy,440,ABC US,28.42,USD
12:01:08 PM,10047745,Sell_long,186,ABC US,28.34,USD
12:01:13 PM,10047745,Buy,422,ABC US,28.33,USD
12:01:13 PM,10047745,Buy,467,ABC US,28.59,USD
12:01:31 PM,10047745,Sell_long,487,ABC US,28.56,USD
12:01:39 PM,10047745,Sell_long,455,ABC US,28.43,USD
12:02:44 PM,10047745,Sell_long,421,ABC US,28.37,USD
12:02:49 PM,10047745,Sell_short,426,ABC US,28.44,USD
12:03:15 PM,10047745,Sell_short,323,ABC US,28.17,USD
12:03:31 PM,10047745,Buy,270,ABC US,28.82,USD
12:03:37 PM,10047745,Sell_short,389,ABC US,28.87,USD
12:04:50 PM,10047745,Sell_short,440,ABC US,28.29,USD
12:04:51 PM,10047745,Sell_short,103,ABC US,28.72,USD
12:05:05 PM,10047745,Sell_short,190,ABC US,28.92,USD
12:05:10 PM,10047745,Buy,475,ABC US,28.35,USD
12:05:23 PM,10047745,Buy,324,ABC US,28.91,USD
12:05:55 PM,10047745,Buy,492,ABC US,28.94,USD
12:07:07 PM,10047745,Buy,151,ABC US,28.08,USD
12:07:09 PM,10047745,Buy,430,ABC US,28.97,USD
12:07:15 PM,10047745,Sell_short,350,ABC US,28.49,USD
12:07:21 PM,10047745,Sell_short,141,ABC US,28.28,USD
12:07:45 PM,10047745,Buy,409,ABC US,28.59,USD
12:08:23 PM,10047745,Buy,114,ABC US,28.8,USD
12:09:07 PM,10047745,Sell_long,183,ABC US,28.58,USD
12:09:59 PM,10047745,Sell_short,407,ABC US,28.42,USD
12:10:00 PM,10047745,Sell_short,198,ABC US,28.72,USD
12:10:04 PM,10047745,Buy,481,ABC US,28.69,USD
12:10:23 PM,10047745,Buy,317,ABC US,28.19,USD
12:10:39 PM,10047745,Buy,153,ABC US,28.56,USD
12:11:03 PM,10047745,Buy,126,ABC US,28.6,USD
12:11:07 PM,10047745,Sell_long,366,ABC US,28.58,USD
12:12:00 PM,10047745,Buy,239,ABC US,28.42,USD
12:12:21 PM,10047745,Sell_long,128,ABC US,28.56,USD
12:12:24 PM,10047745,Sell_long,255,ABC US,28.11,USD
12:13:01 PM,10047745,Buy,458,ABC US,28.63,USD
12:13:18 PM,10047745,Buy,231,ABC US,28.97,USD
12:13:18 PM,10047745,Buy,407,ABC US,28.5,USD
12:13:24 PM,10047745,Sell_long,414,ABC US,28.6,USD
12:13:34 PM,10047745,Sell_long,494,ABC US,28.33,USD
12:13:49 PM,10047745,Buy,361,ABC US,28.5,USD
12:14:08 PM,10047745,Sell_long,371,ABC US,28.71,USD
12:14:12 PM,10047745,Buy,383,ABC US,28.19,USD
12:14:21 PM,10047745,Buy,398,ABC US,28.01,USD
12:15:43 PM,10047745,Buy,177,ABC US,28.03,USD
12:15:51 PM,10047745,Buy,322,ABC US,28.57,USD
12:16:07 PM,10047745,Sell_long,123,ABC US,28.16,USD
12:16:10 PM,10047745,Buy,130,ABC US,28.45,USD
12:17:13 PM,10047745,Buy,108,ABC US,28.7,USD
12:17:29 PM,10047745,Sell_long,197,ABC US,28.48,USD
12:17:55 PM,10047745,Buy,315,ABC US,28.28,USD
12:18:30 PM,10047745,Buy,448,ABC US,28.74,USD
12:18:45 PM,10047745,Sell_long,431,ABC US,28.71,USD
12:18:46 PM,10047745,Sell_long,411,ABC US,28.95,USD
12:18:47 PM,10047745,Buy,208,ABC US,28.71,USD
12:18:58 PM,10047745,Buy,179,ABC US,28.32,USD
12:19:18 PM,10047745,Sell_long,172,ABC US,28.63,USD
12:20:30 PM,10047745,Buy,218,ABC US,28.45,USD
12:20:31 PM,10047745,Sell_long,462,ABC US,28.4,USD
12:20:43 PM,10047745,Buy,404,ABC US,28.86,USD
12:20:52 PM,10047745,Buy,140,ABC US,28.04,USD
12:21:07 PM,10047745,Buy,217,ABC US,28.01,USD
12:21:19 PM,10047745,Sell_long,248,ABC US,29,USD
12:21:24 PM,10047745,Sell_long,239,ABC US,28.31,USD
12:22:00 PM,10047745,Sell_long,369,ABC US,28.85,USD
12:22:01 PM,10047745,Sell_long,471,ABC US,28.14,USD
12:22:22 PM,10047745,Buy,219,ABC US,28.13,USD
12:22:24 PM,10047745,Buy,359,ABC US,28.34,USD
12:22:33 PM,10047745,Sell_long,473,ABC US,28.15,USD
12:22:36 PM,10047745,Sell_long,484,ABC US,28.5,USD
12:23:32 PM,10047745,Sell_long,428,ABC US,28.77,USD
12:24:07 PM,10047745,Buy,138,ABC US,28.98,USD
12:24:19 PM,10047745,Buy,215,ABC US,28.61,USD
12:24:29 PM,10047745,Buy,442,ABC US,28.57,USD
12:24:37 PM,10047745,Buy,108,ABC US,28.83,USD
12:24:38 PM,10047745,Sell_long,151,ABC US,28.87,USD
12:24:50 PM,10047745,Sell_long,432,ABC US,28.17,USD
12:25:34 PM,10047745,Sell_long,267,ABC US,28.94,USD
12:25:36 PM,10047745,Buy,263,ABC US,28.14,USD
12:25:42 PM,10047745,Sell_short,485,ABC US,28.84,USD
12:25:49 PM,10047745,Sell_short,288,ABC US,28.61,USD
12:26:29 PM,10047745,Buy,218,ABC US,28.33,USD
12:27:01 PM,10047745,Buy,392,ABC US,28.71,USD
12:27:33 PM,10047745,Buy,128,ABC US,28.98,USD
12:28:01 PM,10047745,Buy,332,ABC US,28.51,USD
12:28:06 PM,10047745,Buy,117,ABC US,28.61,USD
12:28:07 PM,10047745,Buy,242,ABC US,28.95,USD
12:28:17 PM,10047745,Sell_long,301,ABC US,28.17,USD
12:31:40 PM,10047745,Sell_short,372,ABC US,28.02,USD
12:32:06 PM,10047745,Buy,261,ABC US,28.56,USD
12:32:08 PM,10047745,Buy,374,ABC US,28.62,USD
12:32:36 PM,10047745,Sell_long,131,ABC US,28.58,USD
12:32:38 PM,10047745,Sell_long,440,ABC US,28.28,USD
12:32:52 PM,10047745,Buy,342,ABC US,28.14,USD
12:33:09 PM,10047745,Sell_long,191,ABC US,28.75,USD
12:33:41 PM,10047745,Buy,459,ABC US,28.1,USD
12:33:49 PM,10047745,Buy,336,ABC US,28.16,USD
12:33:54 PM,10047745,Buy,301,ABC US,28.58,USD
12:34:26 PM,10047745,Sell_long,463,ABC US,28.38,USD
12:34:43 PM,10047745,Buy,352,ABC US,28.89,USD
12:34:44 PM,10047745,Sell_long,279,ABC US,28.87,USD
12:34:53 PM,10047745,Buy,212,ABC US,28.35,USD
12:34:59 PM,10047745,Buy,444,ABC US,28.42,USD
12:35:09 PM,10047745,Buy,401,ABC US,28.18,USD
12:36:05 PM,10047745,Buy,346,ABC US,28.42,USD
12:36:10 PM,10047745,Sell_long,213,ABC US,28.35,USD
12:36:18 PM,10047745,Buy,198,ABC US,28.81,USD
12:36:27 PM,10047745,Buy,139,ABC US,28.67,USD
12:36:31 PM,10047745,Sell_long,132,ABC US,28.51,USD
12:36:43 PM,10047745,Buy,291,ABC US,28.66,USD
12:37:05 PM,10047745,Sell_long,299,ABC US,28.5,USD
12:37:13 PM,10047745,Sell_long,488,ABC US,28.42,USD
12:37:14 PM,10047745,Sell_long,458,ABC US,28.68,USD
12:37:19 PM,10047745,Sell_long,429,ABC US,28.93,USD
12:37:56 PM,10047745,Buy,356,ABC US,28.9,USD
12:38:12 PM,10047745,Buy,450,ABC US,28.92,USD
12:38:25 PM,10047745,Sell_long,363,ABC US,28.4,USD
12:38:26 PM,10047745,Buy,437,ABC US,28.53,USD
12:38:32 PM,10047745,Sell_long,374,ABC US,28.42,USD
12:39:33 PM,10047745,Buy,192,ABC US,28.73,USD
12:39:40 PM,10047745,Buy,475,ABC US,28.6,USD
12:39:53 PM,10047745,Sell_long,377,ABC US,28.64,USD
12:40:10 PM,10047745,Buy,334,ABC US,28.61,USD
12:40:34 PM,10047745,Buy,320,ABC US,28.29,USD
12:41:25 PM,10047745,Buy,375,ABC US,28.67,USD
12:41:36 PM,10047745,Sell_long,210,ABC US,28.92,USD
12:41:39 PM,10047745,Buy,488,ABC US,28.07,USD
12:41:39 PM,10047745,Buy,485,ABC US,28.19,USD
12:41:54 PM,10047745,Buy,463,ABC US,28.01,USD
12:42:05 PM,10047745,Sell_long,325,ABC US,28.75,USD
12:42:07 PM,10047745,Sell_long,291,ABC US,28.05,USD
12:42:12 PM,10047745,Sell_long,481,ABC US,28.34,USD
12:42:54 PM,10047745,Sell_long,150,ABC US,28.02,USD
12:43:39 PM,10047745,Sell_long,311,ABC US,28.72,USD
12:43:55 PM,10047745,Sell_long,321,ABC US,28.86,USD
12:44:05 PM,10047745,Sell_long,162,ABC US,28.39,USD
12:45:06 PM,10047745,Sell_long,192,ABC US,28.44,USD
12:45:14 PM,10047745,Sell_long,170,ABC US,28.28,USD
12:45:30 PM,10047745,Buy,274,ABC US,28.53,USD
12:45:35 PM,10047745,Buy,245,ABC US,28.88,USD
12:45:54 PM,10047745,Buy,461,ABC US,28.33,USD
12:46:00 PM,10047745,Sell_long,154,ABC US,28.76,USD
12:46:07 PM,10047745,Buy,493,ABC US,28.16,USD
12:46:39 PM,10047745,Sell_long,210,ABC US,28.45,USD
12:46:52 PM,10047745,Sell_long,104,ABC US,28.55,USD
12:47:05 PM,10047745,Buy,463,ABC US,28.67,USD
12:47:15 PM,10047745,Buy,152,ABC US,28.69,USD
12:47:33 PM,10047745,Sell_long,203,ABC US,28.09,USD
12:47:33 PM,10047745,Buy,270,ABC US,28.57,USD
12:47:42 PM,10047745,Sell_long,149,ABC US,28.77,USD
12:47:58 PM,10047745,Buy,370,ABC US,28.35,USD
12:48:12 PM,10047745,Buy,413,ABC US,28.16,USD
12:48:57 PM,10047745,Sell_long,196,ABC US,28.51,USD
12:49:04 PM,10047745,Buy,216,ABC US,28.1,USD
12:49:19 PM,10047745,Buy,116,ABC US,28.81,USD
12:49:21 PM,10047745,Buy,314,ABC US,28.02,USD
12:49:30 PM,10047745,Sell_long,366,ABC US,28.12,USD
12:50:00 PM,10047745,Sell_long,410,ABC US,28.58,USD
12:50:02 PM,10047745,Sell_long,278,ABC US,28.86,USD
12:50:27 PM,10047745,Buy,188,ABC US,28.1,USD
12:50:55 PM,10047745,Sell_long,225,ABC US,28.28,USD
12:51:21 PM,10047745,Buy,239,ABC US,28.19,USD
12:51:38 PM,10047745,Sell_long,450,ABC US,28.52,USD
12:51:43 PM,10047745,Buy,488,ABC US,28.01,USD
12:52:00 PM,10047745,Sell_long,411,ABC US,28.3,USD
12:52:51 PM,10047745,Buy,266,ABC US,28.78,USD
12:52:51 PM,10047745,Sell_long,245,ABC US,28.33,USD
12:52:56 PM,10047745,Buy,158,ABC US,28.94,USD
12:52:59 PM,10047745,Sell_long,247,ABC US,28.89,USD
12:53:12 PM,10047745,Buy,292,ABC US,28.6,USD
12:53:15 PM,10047745,Sell_long,342,ABC US,28.72,USD
12:53:21 PM,10047745,Sell_long,100,ABC US,28.22,USD
12:54:24 PM,10047745,Sell_long,233,ABC US,28.78,USD
12:54:54 PM,10047745,Sell_long,363,ABC US,28.44,USD
12:55:06 PM,10047745,Buy,336,ABC US,28.28,USD
12:55:14 PM,10047745,Sell_long,472,ABC US,28.08,USD
12:55:31 PM,10047745,Buy,190,ABC US,28.49,USD
12:55:45 PM,10047745,Sell_long,435,ABC US,28.38,USD
12:55:51 PM,10047745,Sell_long,422,ABC US,28.13,USD
12:56:00 PM,10047745,Sell_long,333,ABC US,28.44,USD
12:56:17 PM,10047745,Sell_long,492,ABC US,28.5,USD
12:56:19 PM,10047745,Sell_long,382,ABC US,28.23,USD
12:56:50 PM,10047745,Sell_long,370,ABC US,28.24,USD
12:57:55 PM,10047745,Sell_long,100,ABC US,28.8,USD
12:58:31 PM,10047745,Sell_short,159,ABC US,28.82,USD
12:59:07 PM,10047745,Sell_short,213,ABC US,28.8,USD
12:59:23 PM,10047745,Sell_short,155,ABC US,28.45,USD
12:59:29 PM,10047745,Sell_short,248,ABC US,28.58,USD
1:00:07 PM,10047745,Buy,466,ABC US,28.91,USD
1:00:16 PM,10047745,Sell_short,462,ABC US,28.04,USD
1:00:16 PM,10047745,Buy,386,ABC US,28.53,USD
1:00:20 PM,10047745,Sell_short,261,ABC US,28.56,USD
1:00:38 PM,10047745,Sell_short,104,ABC US,28.15,USD
1:00:51 PM,10047745,Sell_short,163,ABC US,28.53,USD
1:00:53 PM,10047745,Sell_short,100,ABC US,28.86,USD
1:00:54 PM,10047745,Sell_short,500,ABC US,28.68,USD
1:01:15 PM,10047745,Buy,337,ABC US,28.81,USD
1:01:26 PM,10047745,Sell_short,223,ABC US,28.38,USD
1:01:51 PM,10047745,Buy,143,ABC US,28.62,USD
1:02:27 PM,10047745,Buy,119,ABC US,28.34,USD
1:03:00 PM,10047745,Buy,401,ABC US,28.81,USD
1:03:01 PM,10047745,Buy,245,ABC US,28.15,USD
1:03:24 PM,10047745,Buy,185,ABC US,28.01,USD
1:03:42 PM,10047745,Buy,303,ABC US,28.5,USD
1:03:47 PM,10047745,Sell_short,249,ABC US,28.77,USD
1:03:50 PM,10047745,Sell_short,168,ABC US,28.13,USD
1:04:01 PM,10047745,Sell_short,307,ABC US,28.99,USD
1:05:12 PM,10047745,Buy,321,ABC US,28.33,USD
1:05:41 PM,10047745,Sell_short,121,ABC US,28.24,USD
1:05:44 PM,10047745,Buy,259,ABC US,28.3,USD
1:06:01 PM,10047745,Buy,229,ABC US,28.36,USD
1:06:02 PM,10047745,Buy,211,ABC US,28.76,USD
1:06:22 PM,10047745,Sell_short,146,ABC US,28.11,USD
1:07:04 PM,10047745,Buy,458,ABC US,28.47,USD
1:07:06 PM,10047745,Sell_long,455,ABC US,28.36,USD
1:08:16 PM,10047745,Sell_short,417,ABC US,28.27,USD
1:08:26 PM,10047745,Buy,453,ABC US,28.93,USD
1:08:55 PM,10047745,Buy,261,ABC US,28.96,USD
1:08:57 PM,10047745,Buy,190,ABC US,28.68,USD
1:09:46 PM,10047745,Sell_long,490,ABC US,28,USD
1:09:56 PM,10047745,Sell_short,305,ABC US,28.27,USD
1:09:58 PM,10047745,Sell_short,152,ABC US,28.25,USD
1:09:58 PM,10047745,Sell_short,260,ABC US,28.28,USD
1:10:33 PM,10047745,Buy,259,ABC US,28.48,USD
1:10:37 PM,10047745,Sell_short,367,ABC US,28.82,USD
1:10:54 PM,10047745,Buy,400,ABC US,28.85,USD
1:10:59 PM,10047745,Sell_short,456,ABC US,28.7,USD
1:11:05 PM,10047745,Buy,188,ABC US,28.35,USD
1:11:17 PM,10047745,Sell_short,375,ABC US,28.56,USD
1:11:40 PM,10047745,Buy,422,ABC US,28.25,USD
1:12:04 PM,10047745,Buy,329,ABC US,28.47,USD
1:12:49 PM,10047745,Sell_short,339,ABC US,28.82,USD
1:12:51 PM,10047745,Buy,402,ABC US,28.57,USD
1:13:16 PM,10047745,Sell_short,302,ABC US,28.2,USD
1:13:34 PM,10047745,Buy,400,ABC US,28.89,USD
1:13:36 PM,10047745,Sell_short,173,ABC US,28.37,USD
1:13:44 PM,10047745,Buy,413,ABC US,28.67,USD
1:14:03 PM,10047745,Sell_long,239,ABC US,28.54,USD
1:14:50 PM,10047745,Sell_short,175,ABC US,28.36,USD
1:15:04 PM,10047745,Sell_short,218,ABC US,28.86,USD
1:16:21 PM,10047745,Buy,466,ABC US,28.45,USD
1:16:36 PM,10047745,Sell_short,348,ABC US,28.22,USD
1:16:49 PM,10047745,Sell_short,264,ABC US,28.1,USD
1:16:59 PM,10047745,Buy,464,ABC US,28.08,USD
1:17:05 PM,10047745,Sell_short,481,ABC US,28.22,USD
1:17:25 PM,10047745,Buy,397,ABC US,28.59,USD
1:17:41 PM,10047745,Sell_short,366,ABC US,28.49,USD
1:17:46 PM,10047745,Sell_short,147,ABC US,28.36,USD
1:18:02 PM,10047745,Buy,154,ABC US,28.34,USD
1:18:32 PM,10047745,Buy,344,ABC US,28.21,USD
1:18:43 PM,10047745,Sell_short,387,ABC US,28.53,USD
1:18:52 PM,10047745,Buy,324,ABC US,28.36,USD
1:19:14 PM,10047745,Buy,138,ABC US,28.93,USD
1:19:19 PM,10047745,Buy,145,ABC US,28.91,USD
1:19:59 PM,10047745,Buy,126,ABC US,28.12,USD
1:20:10 PM,10047745,Sell_short,258,ABC US,28.49,USD
1:20:56 PM,10047745,Buy,288,ABC US,28.14,USD
1:21:02 PM,10047745,Buy,104,ABC US,28.51,USD
1:21:06 PM,10047745,Buy,374,ABC US,28.49,USD
1:21:36 PM,10047745,Buy,310,ABC US,28.95,USD
1:22:00 PM,10047745,Buy,390,ABC US,28.3,USD
1:22:21 PM,10047745,Buy,239,ABC US,28.61,USD
1:22:24 PM,10047745,Buy,459,ABC US,28.31,USD
1:22:54 PM,10047745,Sell_long,162,ABC US,28.43,USD
1:23:00 PM,10047745,Buy,276,ABC US,28.19,USD
1:23:02 PM,10047745,Buy,243,ABC US,28.6,USD
1:23:17 PM,10047745,Sell_long,292,ABC US,28.24,USD
1:23:18 PM,10047745,Buy,212,ABC US,28.13,USD
1:23:20 PM,10047745,Sell_long,113,ABC US,28.5,USD
1:23:25 PM,10047745,Sell_long,342,ABC US,28.69,USD
1:23:32 PM,10047745,Buy,496,ABC US,28.64,USD
1:24:12 PM,10047745,Buy,377,ABC US,28.97,USD
1:24:22 PM,10047745,Buy,466,ABC US,28.52,USD
1:24:34 PM,10047745,Sell_long,211,ABC US,28.93,USD
1:24:36 PM,10047745,Sell_long,226,ABC US,28.54,USD
1:24:38 PM,10047745,Sell_long,342,ABC US,28.18,USD
1:26:07 PM,10047745,Sell_long,182,ABC US,28.58,USD
1:26:25 PM,10047745,Sell_long,475,ABC US,28.93,USD
1:26:50 PM,10047745,Buy,163,ABC US,28.54,USD
1:27:16 PM,10047745,Sell_long,165,ABC US,28.47,USD
1:27:28 PM,10047745,Buy,201,ABC US,28.41,USD
1:27:41 PM,10047745,Buy,193,ABC US,28.59,USD
1:28:16 PM,10047745,Sell_long,379,ABC US,28.68,USD
1:28:31 PM,10047745,Sell_long,209,ABC US,28.47,USD
1:28:32 PM,10047745,Buy,204,ABC US,28.88,USD
1:28:38 PM,10047745,Sell_long,116,ABC US,28.59,USD
1:28:57 PM,10047745,Buy,245,ABC US,28.71,USD
1:29:00 PM,10047745,Sell_long,128,ABC US,28.27,USD
